Date,Fund_A,Fund_B,Fund_C,Fund_D
2019-12-24,340.22,215.52,284.72,122.05
2019-12-25,342.18,215.66,280.28,122.11
2019-12-26,336.69,216.5,278.82,122.14
2019-12-27,339.24,215.45,281.26,122.15
2019-12-28,340.6,216.29,277.63,122.15
2019-12-29,344.92,217.7,284.71,122.15
2019-12-30,347.26,219.44,284.91,122.17
2019-12-31,346.95,222.3,285.22,122.23
2020-01-01,343.12,222.7,283.18,122.23
2020-01-02,342.59,223.15,284.95,122.26
2020-01-03,340.0,221.08,281.33,122.3
2020-01-04,338.29,220.41,288.58,122.3
2020-01-05,340.32,220.2,293.14,122.31
2020-01-06,345.86,221.72,296.64,122.31
2020-01-07,347.3,220.94,292.08,122.33
2020-01-08,343.56,222.11,292.92,122.33
2020-01-09,345.15,222.17,297.18,122.33
2020-01-10,349.21,221.98,299.37,122.33
2020-01-11,347.36,222.39,296.09,122.36
2020-01-12,347.07,221.91,294.04,122.38
2020-01-13,347.26,221.37,292.66,122.4
2020-01-14,344.85,219.08,290.79,122.41
2020-01-15,347.11,218.8,296.11,122.44
2020-01-16,346.87,218.2,289.78,122.44
2020-01-17,348.39,217.56,292.13,122.5
2020-01-18,345.64,218.19,287.96,122.5
2020-01-19,344.36,219.15,284.94,122.5
2020-01-20,346.86,219.53,278.57,122.5
2020-01-21,345.79,220.97,276.95,122.5
2020-01-22,351.61,221.84,281.96,122.53
2020-01-23,350.44,221.49,282.97,122.55
2020-01-24,351.34,220.91,279.24,122.6
2020-01-25,354.59,221.4,282.67,122.6
2020-01-26,350.03,222.27,286.86,122.63
2020-01-27,344.42,224.29,287.35,122.64
2020-01-28,339.65,226.04,294.32,122.66
2020-01-29,343.86,225.33,297.27,122.69
2020-01-30,342.22,225.25,299.77,122.69
2020-01-31,350.72,226.27,297.17,122.78
2020-02-01,349.01,227.85,299.48,122.83
2020-02-02,349.77,229.27,300.38,122.83
2020-02-03,355.04,229.24,302.34,122.83
2020-02-04,361.97,227.5,300.12,122.83
2020-02-05,369.22,226.14,300.72,122.85
2020-02-06,373.61,226.59,298.06,122.89
2020-02-07,377.39,227.15,290.93,122.89
2020-02-08,379.67,225.65,294.45,122.91
2020-02-09,382.63,225.77,289.55,122.91
2020-02-10,380.81,226.73,290.06,122.93
2020-02-11,378.04,225.16,291.32,122.94
2020-02-12,378.19,226.8,292.57,123.01
2020-02-13,377.75,226.32,291.77,123.01
2020-02-14,376.3,228.18,292.84,123.06
2020-02-15,378.94,227.48,294.58,123.06
2020-02-16,382.53,226.08,297.24,123.06
2020-02-17,383.01,225.5,303.39,123.06
2020-02-18,388.55,225.43,304.37,123.07
2020-02-19,384.55,224.94,304.75,123.07
2020-02-20,384.02,224.7,301.74,123.07
2020-02-21,381.6,225.23,303.42,123.09
2020-02-22,375.1,225.05,305.92,123.11
2020-02-23,374.97,225.02,305.4,123.12
2020-02-24,374.7,222.68,307.48,123.13
2020-02-25,380.25,223.29,306.61,123.19
2020-02-26,382.68,223.23,309.15,123.21
2020-02-27,379.16,225.56,312.58,123.24
2020-02-28,386.01,224.3,315.99,123.25
2020-02-29,390.64,221.83,316.59,123.25
2020-03-01,392.96,222.75,312.98,123.28
2020-03-02,392.29,223.3,310.94,123.28
2020-03-03,388.92,221.96,313.24,123.28
2020-03-04,387.73,219.89,322.37,123.3
2020-03-05,391.89,222.09,321.28,123.3
2020-03-06,399.09,224.13,323.13,123.3
2020-03-07,405.1,220.72,321.24,123.34
2020-03-08,403.41,220.15,317.82,123.34
2020-03-09,399.35,222.53,315.52,123.34
2020-03-10,400.05,221.92,308.2,123.35
2020-03-11,393.61,221.3,313.21,123.35
2020-03-12,394.98,220.97,305.43,123.38
2020-03-13,394.6,219.48,304.66,123.38
2020-03-14,393.04,217.21,300.71,123.4
2020-03-15,387.34,218.71,297.82,123.4
2020-03-16,389.39,216.25,302.73,123.41
2020-03-17,387.6,216.65,303.59,123.46
2020-03-18,383.52,217.92,300.39,123.46
2020-03-19,373.44,216.0,298.51,123.49
2020-03-20,373.5,214.81,296.05,123.5
2020-03-21,379.95,216.52,296.05,123.53
2020-03-22,386.11,217.3,296.8,123.55
2020-03-23,384.62,216.52,303.5,123.55
2020-03-24,382.6,218.23,297.04,123.57
2020-03-25,384.46,219.95,297.07,123.62
2020-03-26,381.03,220.38,296.15,123.64
2020-03-27,382.27,219.2,299.55,123.66
2020-03-28,385.21,218.69,300.93,123.66
2020-03-29,389.85,219.15,303.14,123.72
2020-03-30,389.65,218.95,304.51,123.75
2020-03-31,389.07,220.31,301.41,123.76
2020-04-01,386.03,218.26,305.8,123.76
2020-04-02,383.2,216.29,308.79,123.8
2020-04-03,382.55,216.59,312.23,123.8
2020-04-04,384.04,215.99,316.97,123.8
2020-04-05,387.52,215.2,318.66,123.81
2020-04-06,384.76,212.88,324.31,123.86
2020-04-07,390.38,212.97,325.89,123.92
2020-04-08,389.55,212.95,325.24,123.93
2020-04-09,389.64,213.89,325.39,123.94
2020-04-10,387.07,214.04,325.47,123.96
2020-04-11,378.49,213.93,323.69,123.96
2020-04-12,381.82,215.57,330.01,123.99
2020-04-13,384.64,213.86,331.31,123.99
2020-04-14,383.79,214.65,331.84,124.03
2020-04-15,384.2,212.46,333.5,124.06
2020-04-16,386.23,211.41,345.32,124.1
2020-04-17,380.75,209.86,341.03,124.1
2020-04-18,379.02,210.95,337.9,124.17
2020-04-19,382.03,210.93,332.74,124.2
2020-04-20,377.7,210.97,332.03,124.21
2020-04-21,378.91,209.57,333.14,124.21
2020-04-22,374.26,209.23,331.53,124.22
2020-04-23,376.07,208.29,329.65,124.23
2020-04-24,376.1,208.85,330.36,124.23
2020-04-25,370.58,207.61,328.63,124.23
2020-04-26,374.83,209.41,329.98,124.23
2020-04-27,372.41,207.28,334.41,124.24
2020-04-28,369.73,206.29,337.2,124.24
2020-04-29,370.59,208.53,340.82,124.25
2020-04-30,374.78,208.02,345.29,124.25
2020-05-01,371.37,206.37,346.59,124.26
2020-05-02,371.74,206.71,346.14,124.3
2020-05-03,373.41,206.15,343.25,124.37
2020-05-04,376.02,205.13,341.89,124.4
2020-05-05,376.8,203.78,340.01,124.4
2020-05-06,375.66,207.41,343.06,124.4
2020-05-07,372.9,207.14,344.62,124.43
2020-05-08,373.37,204.71,347.57,124.45
2020-05-09,369.77,206.7,343.14,124.5
2020-05-10,359.89,207.55,349.02,124.5
2020-05-11,361.52,206.61,347.49,124.5
2020-05-12,364.77,205.46,343.3,124.57
2020-05-13,356.89,206.39,341.74,124.58
2020-05-14,353.67,206.13,351.84,124.58
2020-05-15,355.89,203.71,350.46,124.63
2020-05-16,363.01,206.07,349.33,124.63
2020-05-17,363.23,205.56,348.74,124.63
2020-05-18,360.91,207.56,348.32,124.67
2020-05-19,360.44,209.29,345.38,124.7
2020-05-20,365.29,208.04,346.13,124.73
2020-05-21,363.23,209.45,350.63,124.73
2020-05-22,360.66,208.66,352.08,124.73
2020-05-23,359.18,206.28,347.79,124.73
2020-05-24,356.12,205.79,346.59,124.73
2020-05-25,356.68,206.36,344.57,124.79
2020-05-26,362.34,205.82,344.96,124.79
2020-05-27,363.6,205.48,350.47,124.81
2020-05-28,362.89,207.02,350.05,124.85
2020-05-29,362.05,207.22,349.88,124.88
2020-05-30,356.91,206.18,357.3,124.92
2020-05-31,360.04,207.15,361.11,124.95
2020-06-01,359.93,207.47,363.7,124.97
2020-06-02,359.48,204.26,372.18,124.99
2020-06-03,370.61,204.87,374.48,125.02
2020-06-04,371.82,205.43,366.2,125.02
2020-06-05,369.35,205.52,369.92,125.02
2020-06-06,368.03,206.73,363.39,125.06
2020-06-07,372.19,205.92,365.48,125.11
2020-06-08,372.75,206.41,358.52,125.13
2020-06-09,367.89,204.45,356.79,125.13
2020-06-10,371.25,205.03,355.48,125.13
2020-06-11,369.07,207.62,352.53,125.14
2020-06-12,375.81,206.38,351.29,125.14
2020-06-13,379.81,205.46,355.68,125.14
2020-06-14,378.38,204.6,352.95,125.14
2020-06-15,383.13,204.82,355.36,125.14
2020-06-16,383.54,203.52,351.61,125.16
2020-06-17,386.8,204.11,351.03,125.17
2020-06-18,388.74,205.26,352.52,125.17
2020-06-19,385.82,206.01,348.68,125.17
2020-06-20,383.65,203.79,343.63,125.17
2020-06-21,387.55,205.13,345.77,125.17
2020-06-22,386.5,206.4,350.45,125.17
2020-06-23,385.2,207.53,350.31,125.17
2020-06-24,381.91,208.08,348.65,125.17
2020-06-25,383.6,208.42,349.46,125.17
2020-06-26,391.29,209.84,349.86,125.19
2020-06-27,387.54,212.45,351.03,125.19
2020-06-28,387.8,211.24,341.13,125.21
2020-06-29,393.16,212.74,337.13,125.21
2020-06-30,393.03,212.68,334.04,125.21
2020-07-01,394.88,212.57,334.8,125.21
2020-07-02,391.12,210.58,335.69,125.25
2020-07-03,392.86,210.27,338.33,125.28
2020-07-04,392.34,209.01,339.51,125.34
2020-07-05,396.17,208.46,334.64,125.34
2020-07-06,400.8,207.09,340.44,125.35
2020-07-07,410.87,206.56,345.64,125.35
2020-07-08,413.3,206.09,340.85,125.35
2020-07-09,414.75,206.28,342.33,125.36
2020-07-10,415.68,204.25,340.17,125.36
2020-07-11,414.48,202.46,340.89,125.41
2020-07-12,415.98,202.98,345.23,125.41
2020-07-13,415.0,202.02,353.99,125.44
2020-07-14,415.84,203.45,357.25,125.44
2020-07-15,421.21,203.8,358.65,125.44
2020-07-16,417.42,204.63,357.44,125.46
2020-07-17,422.1,206.51,358.37,125.46
2020-07-18,427.56,206.17,364.22,125.46
2020-07-19,427.27,205.48,364.22,125.46
2020-07-20,418.99,206.67,360.71,125.53
2020-07-21,416.77,207.39,354.23,125.53
2020-07-22,422.08,207.2,356.51,125.54
2020-07-23,422.17,209.08,357.72,125.54
2020-07-24,418.39,208.86,355.25,125.56
2020-07-25,416.58,208.96,359.66,125.56
2020-07-26,420.07,209.05,358.1,125.56
2020-07-27,422.42,207.88,357.73,125.58
2020-07-28,421.65,208.04,357.85,125.58
2020-07-29,420.38,209.94,356.59,125.63
2020-07-30,419.01,210.58,357.75,125.67
2020-07-31,415.56,210.68,362.71,125.7
2020-08-01,422.11,210.53,358.16,125.71
2020-08-02,421.01,211.03,360.37,125.71
2020-08-03,426.05,212.08,361.27,125.74
2020-08-04,432.39,212.95,362.1,125.74
2020-08-05,436.66,212.57,365.94,125.74
2020-08-06,435.07,213.06,366.34,125.74
2020-08-07,436.92,213.77,368.56,125.76
2020-08-08,437.01,212.48,371.81,125.76
2020-08-09,433.49,212.76,369.84,125.77
2020-08-10,435.0,209.95,371.31,125.81
2020-08-11,430.38,210.65,370.44,125.81
2020-08-12,435.41,211.58,370.06,125.86
2020-08-13,433.69,212.64,368.88,125.86
2020-08-14,434.7,212.17,371.08,125.89
2020-08-15,436.05,212.64,371.63,125.89
2020-08-16,435.17,214.62,373.51,125.93
2020-08-17,437.77,216.59,373.63,125.97
2020-08-18,436.0,216.61,366.98,125.99
2020-08-19,439.78,216.86,367.31,125.99
2020-08-20,434.43,218.44,367.77,125.99
2020-08-21,435.13,216.45,368.99,125.99
2020-08-22,443.34,216.08,366.66,126.04
2020-08-23,439.37,217.96,361.84,126.05
2020-08-24,436.76,219.36,364.64,126.05
2020-08-25,439.07,219.93,363.68,126.05
2020-08-26,440.0,217.92,364.59,126.1
2020-08-27,441.64,217.91,363.6,126.12
2020-08-28,443.87,217.17,363.76,126.12
2020-08-29,446.73,217.68,362.07,126.12
2020-08-30,451.61,216.64,358.25,126.12
2020-08-31,453.56,215.31,360.39,126.12
2020-09-01,452.72,212.59,358.08,126.13
2020-09-02,455.79,214.29,358.95,126.22
2020-09-03,464.22,213.81,360.84,126.22
2020-09-04,463.84,214.08,358.59,126.22
2020-09-05,459.8,214.14,353.84,126.27
2020-09-06,464.82,212.77,364.05,126.3
2020-09-07,464.49,211.15,362.03,126.31
2020-09-08,455.27,209.88,364.83,126.31
2020-09-09,459.12,208.99,373.27,126.31
2020-09-10,457.0,209.53,376.87,126.31
2020-09-11,456.81,208.55,375.77,126.33
2020-09-12,458.44,210.9,375.67,126.37
2020-09-13,459.46,212.33,372.28,126.37
2020-09-14,462.73,213.47,376.27,126.38
2020-09-15,461.04,213.37,378.93,126.38
2020-09-16,463.47,215.47,376.89,126.39
2020-09-17,462.53,215.23,372.59,126.43
2020-09-18,465.96,215.25,367.15,126.46
2020-09-19,468.87,215.54,371.54,126.46
2020-09-20,464.96,216.56,372.25,126.47
2020-09-21,469.94,217.49,373.37,126.47
2020-09-22,467.77,216.9,370.04,126.51
2020-09-23,471.55,216.23,364.04,126.51
2020-09-24,473.39,217.17,368.29,126.51
2020-09-25,481.86,218.21,368.66,126.52
2020-09-26,481.05,217.73,372.73,126.54
2020-09-27,479.68,215.63,371.27,126.56
2020-09-28,479.8,215.41,370.45,126.56
2020-09-29,478.63,216.31,373.7,126.56
2020-09-30,482.46,218.84,377.06,126.56
2020-10-01,475.37,217.26,380.74,126.56
2020-10-02,470.88,216.74,379.64,126.56
2020-10-03,466.36,216.27,382.54,126.6
2020-10-04,470.76,218.19,387.65,126.6
2020-10-05,478.61,218.2,387.39,126.61
2020-10-06,478.34,217.02,385.3,126.62
2020-10-07,477.79,217.84,391.51,126.66
2020-10-08,478.31,217.35,388.77,126.7
2020-10-09,483.78,215.75,391.81,126.74
2020-10-10,479.78,214.6,391.75,126.76
2020-10-11,481.06,217.01,383.73,126.76
2020-10-12,485.71,217.6,388.95,126.76
2020-10-13,488.21,217.81,376.99,126.76
2020-10-14,489.3,217.53,368.66,126.79
2020-10-15,494.14,217.99,371.1,126.8
2020-10-16,481.92,218.43,373.55,126.84
2020-10-17,485.22,218.89,371.01,126.88
2020-10-18,482.44,219.11,371.84,126.88
2020-10-19,474.4,220.37,361.34,126.89
2020-10-20,476.89,220.47,364.49,126.9
2020-10-21,483.31,219.18,365.73,126.9
2020-10-22,482.89,218.4,365.72,126.9
2020-10-23,487.45,215.76,366.0,126.95
2020-10-24,495.13,218.59,368.28,126.96
2020-10-25,501.51,219.84,368.35,126.97
2020-10-26,509.54,218.76,360.67,126.97
2020-10-27,513.33,218.43,370.1,127.0
2020-10-28,513.92,217.62,375.45,127.0
2020-10-29,506.44,219.8,370.13,127.02
2020-10-30,505.48,217.91,368.85,127.04
2020-10-31,501.69,218.13,368.04,127.04
2020-11-01,512.28,218.04,372.84,127.06
2020-11-02,511.65,219.24,363.87,127.08
2020-11-03,512.46,219.16,361.97,127.09
2020-11-04,515.35,216.81,354.89,127.1
2020-11-05,515.78,216.53,353.91,127.11
2020-11-06,524.31,215.27,352.17,127.12
2020-11-07,521.47,215.44,352.68,127.13
2020-11-08,522.65,217.45,350.42,127.13
2020-11-09,519.23,215.15,347.58,127.13
2020-11-10,513.03,214.13,350.25,127.15
2020-11-11,510.3,213.45,352.27,127.16
2020-11-12,510.34,213.0,354.7,127.2
2020-11-13,508.5,214.05,354.16,127.23
2020-11-14,505.4,213.87,352.02,127.23
2020-11-15,498.97,214.49,351.72,127.23
2020-11-16,498.79,213.71,353.94,127.23
2020-11-17,491.98,214.08,345.36,127.24
2020-11-18,495.72,215.19,347.11,127.25
2020-11-19,496.32,214.26,348.53,127.28
2020-11-20,489.76,215.38,348.96,127.3
2020-11-21,488.55,215.51,348.54,127.34
2020-11-22,485.3,216.99,338.57,127.36
2020-11-23,486.97,216.78,337.03,127.36
2020-11-24,493.37,217.36,344.23,127.36
2020-11-25,484.94,217.36,344.46,127.39
2020-11-26,485.67,217.29,343.42,127.39
2020-11-27,485.15,217.71,343.67,127.39
2020-11-28,488.43,218.5,345.25,127.4
2020-11-29,489.63,216.86,348.06,127.44
2020-11-30,486.38,218.88,347.33,127.49
2020-12-01,485.12,216.4,349.21,127.49
2020-12-02,481.71,215.53,356.21,127.54
2020-12-03,486.82,215.46,360.54,127.55
2020-12-04,487.13,216.08,370.59,127.55
2020-12-05,496.14,218.29,367.98,127.56
2020-12-06,496.07,215.82,375.35,127.56
2020-12-07,492.98,215.19,372.14,127.6
2020-12-08,486.21,212.4,373.86,127.6
2020-12-09,478.22,212.5,377.22,127.6
2020-12-10,471.34,212.92,375.2,127.6
2020-12-11,472.73,215.12,375.78,127.61
2020-12-12,475.2,215.35,379.93,127.61
2020-12-13,468.38,216.82,377.04,127.61
2020-12-14,472.55,217.68,384.55,127.63
2020-12-15,470.6,217.15,378.67,127.63
2020-12-16,471.45,215.29,387.42,127.67
2020-12-17,478.87,215.73,392.12,127.72
2020-12-18,483.14,213.78,391.92,127.72
2020-12-19,482.13,215.58,390.31,127.72
2020-12-20,478.3,215.42,388.24,127.76
2020-12-21,468.9,217.11,387.83,127.77
2020-12-22,465.94,216.51,387.82,127.77
2020-12-23,465.21,216.94,393.67,127.77
2020-12-24,461.1,217.29,402.9,127.77
2020-12-25,460.73,217.29,404.04,127.82
2020-12-26,461.26,216.76,400.33,127.85
2020-12-27,460.48,217.35,398.03,127.85
2020-12-28,457.86,216.15,397.4,127.86
2020-12-29,458.79,214.58,392.92,127.86
2020-12-30,460.9,216.32,387.82,127.86
2020-12-31,456.38,217.37,397.51,127.92
2021-01-01,462.69,217.52,399.1,127.93
2021-01-02,462.45,219.87,395.5,127.97
2021-01-03,462.73,219.56,399.44,127.99
2021-01-04,466.03,221.46,394.26,128.04
2021-01-05,467.26,221.76,389.52,128.04
2021-01-06,471.67,220.4,386.13,128.04
2021-01-07,473.15,223.04,393.77,128.11
2021-01-08,470.63,224.5,392.83,128.15
2021-01-09,472.44,224.39,382.13,128.2
2021-01-10,467.57,225.48,387.7,128.21
2021-01-11,468.25,224.97,386.53,128.21
2021-01-12,468.31,226.21,378.58,128.21
2021-01-13,467.59,222.9,377.4,128.21
2021-01-14,467.22,221.54,379.87,128.24
2021-01-15,459.21,222.97,381.84,128.27
2021-01-16,457.04,222.68,390.03,128.28
2021-01-17,457.63,223.03,386.42,128.3
2021-01-18,458.52,221.22,386.83,128.32
2021-01-19,454.29,223.86,383.93,128.36
2021-01-20,459.94,225.61,377.37,128.4
2021-01-21,456.4,225.39,381.43,128.4
2021-01-22,460.78,224.88,383.67,128.42
2021-01-23,462.84,226.4,385.13,128.42
2021-01-24,460.22,229.3,387.23,128.43
2021-01-25,468.19,230.74,384.38,128.46
2021-01-26,463.15,233.98,380.15,128.46
2021-01-27,467.38,232.69,380.51,128.46
2021-01-28,472.0,231.56,385.84,128.47
2021-01-29,469.23,229.9,393.25,128.48
2021-01-30,475.63,230.61,397.08,128.48
2021-01-31,474.72,230.93,397.42,128.48
2021-02-01,476.21,230.77,398.86,128.49
2021-02-02,477.59,232.01,399.12,128.49
2021-02-03,477.19,233.88,394.64,128.49
2021-02-04,481.05,231.72,394.96,128.49
2021-02-05,484.87,230.91,389.14,128.5
2021-02-06,477.15,232.17,388.78,128.5
2021-02-07,483.25,231.55,396.38,128.5
2021-02-08,475.95,230.46,400.36,128.5
2021-02-09,480.81,232.01,396.34,128.54
2021-02-10,486.14,230.2,396.21,128.59
2021-02-11,481.38,229.83,392.63,128.68
2021-02-12,479.72,230.37,392.55,128.74
2021-02-13,474.96,229.6,397.49,128.74
2021-02-14,474.2,230.8,400.7,128.74
2021-02-15,473.03,230.04,412.54,128.75
2021-02-16,476.72,232.15,418.46,128.76
2021-02-17,482.84,232.03,419.66,128.77
2021-02-18,489.44,233.08,423.17,128.86
2021-02-19,487.07,234.24,422.4,128.86
2021-02-20,486.32,233.38,417.17,128.86
2021-02-21,478.87,230.46,423.71,128.92
2021-02-22,475.45,231.04,428.89,128.92
2021-02-23,480.0,231.21,427.92,128.94
2021-02-24,487.57,232.09,429.49,128.99
2021-02-25,482.13,231.82,435.9,129.01
2021-02-26,479.66,231.26,440.4,129.03
2021-02-27,479.74,234.26,433.27,129.07
2021-02-28,481.22,232.17,434.71,129.07
2021-03-01,477.76,233.31,434.1,129.07
2021-03-02,479.88,232.54,439.93,129.1
2021-03-03,477.95,232.11,445.41,129.1
2021-03-04,478.09,231.71,452.46,129.15
2021-03-05,480.76,230.61,446.91,129.17
2021-03-06,480.99,231.51,443.12,129.19
2021-03-07,479.22,233.6,449.07,129.19
2021-03-08,478.93,234.36,446.26,129.19
2021-03-09,478.74,234.58,438.74,129.19
2021-03-10,477.28,233.19,441.66,129.22
2021-03-11,476.32,234.02,439.12,129.22
2021-03-12,483.75,237.28,448.49,129.26
2021-03-13,486.53,236.78,450.26,129.26
2021-03-14,485.38,236.28,451.33,129.26
2021-03-15,488.79,235.52,449.65,129.28
2021-03-16,487.46,234.86,458.2,129.29
2021-03-17,493.09,230.91,460.33,129.29
2021-03-18,495.02,231.56,458.41,129.32
2021-03-19,494.73,230.4,454.47,129.32
2021-03-20,497.04,228.15,454.33,129.32
2021-03-21,489.94,229.29,449.47,129.34
2021-03-22,484.98,227.81,455.07,129.34
2021-03-23,479.76,227.39,445.92,129.34
2021-03-24,480.61,229.55,445.44,129.37
2021-03-25,488.73,227.59,448.81,129.37
2021-03-26,499.32,225.48,450.82,129.38
2021-03-27,502.55,225.92,447.34,129.39
2021-03-28,505.14,227.62,450.99,129.4
2021-03-29,496.85,225.45,446.64,129.45
2021-03-30,494.53,226.09,446.76,129.46
2021-03-31,491.08,226.98,450.36,129.48
2021-04-01,488.43,224.13,453.0,129.49
2021-04-02,487.86,225.32,449.73,129.52
2021-04-03,485.91,226.62,456.21,129.57
2021-04-04,477.13,226.24,456.9,129.59
2021-04-05,480.71,228.09,461.07,129.62
2021-04-06,476.08,229.79,469.5,129.68
2021-04-07,477.36,230.01,475.83,129.73
2021-04-08,486.99,229.42,482.26,129.73
2021-04-09,482.99,228.09,483.58,129.78
2021-04-10,471.82,228.1,488.28,129.8
2021-04-11,470.75,228.98,489.73,129.84
2021-04-12,475.86,228.58,483.21,129.87
2021-04-13,484.93,225.51,485.15,129.89
2021-04-14,479.55,227.37,486.84,129.91
2021-04-15,482.0,227.71,490.38,129.93
2021-04-16,480.1,227.23,489.91,129.95
2021-04-17,479.83,228.52,485.88,129.95
2021-04-18,492.14,230.79,489.83,129.95
2021-04-19,485.43,226.82,482.72,130.02
2021-04-20,486.8,227.51,491.16,130.05
2021-04-21,489.16,225.54,490.11,130.05
2021-04-22,494.4,226.31,491.75,130.05
2021-04-23,495.07,226.56,495.18,130.09
2021-04-24,496.72,227.53,498.82,130.09
2021-04-25,495.1,226.88,491.04,130.09
2021-04-26,496.57,224.29,495.98,130.09
2021-04-27,495.18,223.72,497.98,130.09
2021-04-28,498.3,224.35,494.61,130.09
2021-04-29,496.78,225.85,490.61,130.09
2021-04-30,498.76,224.26,488.98,130.15
2021-05-01,498.84,225.77,481.97,130.15
2021-05-02,504.37,224.92,491.88,130.15
2021-05-03,504.34,225.5,500.63,130.15
2021-05-04,496.2,224.84,503.5,130.16
2021-05-05,502.35,225.16,502.47,130.16
2021-05-06,498.29,226.49,501.59,130.16
2021-05-07,495.44,224.81,506.25,130.24
2021-05-08,492.88,223.92,516.87,130.27
2021-05-09,499.52,224.24,513.76,130.27
2021-05-10,489.78,227.71,507.45,130.3
2021-05-11,504.69,226.54,516.84,130.3
2021-05-12,509.95,229.53,506.58,130.3
2021-05-13,511.25,232.5,500.99,130.37
2021-05-14,511.2,232.43,499.83,130.37
2021-05-15,512.8,232.06,491.18,130.37
2021-05-16,515.54,231.12,497.77,130.39
2021-05-17,518.91,231.08,502.97,130.39
2021-05-18,521.85,229.11,499.91,130.42
2021-05-19,522.52,229.07,507.6,130.42
2021-05-20,521.77,231.3,516.41,130.45
2021-05-21,521.25,230.48,516.0,130.48
2021-05-22,520.51,230.19,513.6,130.48
2021-05-23,526.33,227.81,527.41,130.55
2021-05-24,529.51,228.41,532.09,130.55
2021-05-25,515.26,228.85,533.94,130.6
2021-05-26,518.67,229.01,542.67,130.65
2021-05-27,519.85,228.76,544.84,130.72
2021-05-28,519.98,228.41,541.96,130.74
2021-05-29,518.3,229.19,542.74,130.74
2021-05-30,524.04,229.21,549.56,130.82
2021-05-31,528.97,229.73,537.37,130.82
2021-06-01,525.36,230.11,535.87,130.82
2021-06-02,527.6,231.8,544.76,130.82
2021-06-03,523.01,232.86,541.84,130.82
2021-06-04,516.48,233.2,551.86,130.84
2021-06-05,513.66,235.5,561.22,130.84
2021-06-06,518.07,236.19,561.08,130.84
2021-06-07,522.97,238.2,557.71,130.89
2021-06-08,525.73,239.18,556.16,130.92
2021-06-09,529.56,236.5,573.79,130.93
2021-06-10,532.37,238.51,586.61,130.94
2021-06-11,529.38,238.78,587.76,130.95
2021-06-12,531.77,238.77,583.97,130.95
2021-06-13,536.02,239.26,585.06,130.96
2021-06-14,540.08,238.81,587.01,130.98
2021-06-15,546.4,239.21,578.96,130.99
2021-06-16,550.29,238.39,579.8,131.01
2021-06-17,552.35,240.38,589.0,131.01
2021-06-18,558.19,240.27,577.22,131.01
2021-06-19,558.29,239.76,583.05,131.01
2021-06-20,553.9,238.44,592.66,131.01
2021-06-21,553.29,238.91,589.15,131.07
2021-06-22,549.65,239.26,601.07,131.1
2021-06-23,546.4,239.91,596.62,131.1
2021-06-24,545.89,238.44,599.97,131.12
2021-06-25,542.06,236.12,598.17,131.12
2021-06-26,540.72,237.11,596.36,131.12
2021-06-27,531.39,239.4,592.45,131.12
2021-06-28,532.69,237.93,597.54,131.17
2021-06-29,532.92,240.38,603.73,131.17
2021-06-30,529.06,240.88,603.59,131.17
2021-07-01,532.58,240.94,594.52,131.17
2021-07-02,537.54,240.4,597.6,131.21
2021-07-03,529.68,238.39,600.82,131.21
2021-07-04,526.12,239.94,599.64,131.21
2021-07-05,522.54,238.84,612.99,131.22
2021-07-06,518.15,237.74,602.36,131.24
2021-07-07,522.44,239.29,587.48,131.25
2021-07-08,521.71,236.55,582.86,131.25
2021-07-09,520.64,234.36,587.95,131.25
2021-07-10,511.12,234.4,581.15,131.25
2021-07-11,514.41,234.9,574.92,131.25
2021-07-12,508.65,235.68,581.55,131.29
2021-07-13,509.16,235.3,584.96,131.29
2021-07-14,510.71,239.14,587.81,131.29
2021-07-15,517.52,238.86,593.44,131.29
2021-07-16,511.39,238.58,590.84,131.29
2021-07-17,497.26,237.46,588.58,131.29
2021-07-18,498.34,237.71,594.4,131.33
2021-07-19,507.08,238.7,585.57,131.33
2021-07-20,513.25,240.58,571.6,131.35
2021-07-21,514.49,238.4,569.05,131.35
2021-07-22,512.33,238.1,575.48,131.38
2021-07-23,516.46,238.84,577.47,131.38
2021-07-24,511.96,239.79,583.51,131.38
2021-07-25,514.49,239.86,570.41,131.38
2021-07-26,517.16,240.75,572.78,131.45
2021-07-27,522.58,239.6,577.41,131.52
2021-07-28,536.57,242.02,568.8,131.55
2021-07-29,538.79,243.6,574.77,131.55
2021-07-30,536.44,241.62,574.33,131.57
2021-07-31,536.54,240.06,595.32,131.59
2021-08-01,527.9,238.56,580.88,131.6
2021-08-02,524.68,239.64,590.42,131.62
2021-08-03,522.88,237.78,588.05,131.64
2021-08-04,520.53,237.36,577.5,131.64
2021-08-05,521.5,238.1,574.3,131.64
2021-08-06,517.7,238.07,576.44,131.64
2021-08-07,523.42,238.52,583.67,131.68
2021-08-08,523.64,237.0,595.67,131.68
2021-08-09,523.82,237.95,605.82,131.7
2021-08-10,522.43,237.1,599.43,131.7
2021-08-11,523.42,236.69,607.6,131.7
2021-08-12,527.73,237.11,610.66,131.7
2021-08-13,523.66,237.33,606.39,131.7
2021-08-14,520.64,237.43,605.23,131.7
2021-08-15,519.37,236.38,600.61,131.75
2021-08-16,513.05,236.0,601.18,131.75
2021-08-17,509.32,236.07,596.46,131.75
2021-08-18,507.26,234.11,589.75,131.82
2021-08-19,511.67,233.49,593.32,131.86
2021-08-20,513.16,234.13,597.94,131.86
2021-08-21,514.32,232.32,596.96,131.88
