Date,Fund_A,Fund_B,Fund_C,Fund_D
2021-12-16,407.94,231.21,609.0,116.51
2021-12-17,408.76,230.13,610.49,116.51
2021-12-18,416.55,231.15,611.65,116.51
2021-12-19,416.71,230.33,616.96,116.51
2021-12-20,416.12,230.18,611.36,116.52
2021-12-21,414.89,231.2,623.47,116.52
2021-12-22,414.34,230.38,609.6,116.52
2021-12-23,419.72,229.66,620.0,116.52
2021-12-24,411.43,230.55,620.01,116.52
2021-12-25,417.38,229.43,627.39,116.52
2021-12-26,412.11,228.97,630.3,116.52
2021-12-27,411.23,229.8,633.1,116.52
2021-12-28,409.75,232.73,637.4,116.52
2021-12-29,412.1,233.65,643.58,116.52
2021-12-30,406.24,234.39,641.54,116.52
2021-12-31,408.1,235.21,649.41,116.52
2022-01-01,415.87,233.76,641.87,116.52
2022-01-02,410.84,233.99,642.18,116.52
2022-01-03,411.69,234.02,648.6,116.52
2022-01-04,409.33,234.54,656.25,116.52
2022-01-05,411.06,234.78,660.02,116.52
2022-01-06,411.27,235.38,657.46,116.52
2022-01-07,408.99,235.01,664.48,116.52
2022-01-08,410.95,235.17,659.85,116.52
2022-01-09,417.94,233.5,673.35,116.52
2022-01-10,417.34,233.12,673.07,116.56
2022-01-11,420.24,235.15,661.86,116.57
2022-01-12,415.42,235.68,653.37,116.58
2022-01-13,411.93,235.72,654.04,116.58
2022-01-14,413.85,238.49,655.43,116.58
2022-01-15,419.65,236.62,670.48,116.58
2022-01-16,421.15,235.11,663.04,116.58
2022-01-17,420.08,237.62,663.69,116.6
2022-01-18,420.22,237.76,656.18,116.65
2022-01-19,415.56,237.48,652.9,116.72
2022-01-20,418.01,235.84,665.75,116.72
2022-01-21,421.53,236.55,657.64,116.72
2022-01-22,419.93,237.4,662.36,116.75
2022-01-23,418.26,235.91,665.65,116.75
2022-01-24,419.41,235.78,665.83,116.75
2022-01-25,417.87,235.37,670.09,116.75
2022-01-26,417.75,235.8,661.76,116.78
2022-01-27,426.0,234.29,674.57,116.78
2022-01-28,425.18,236.13,689.71,116.78
2022-01-29,423.92,237.51,690.45,116.78
2022-01-30,421.55,237.06,709.91,116.78
2022-01-31,424.57,236.82,707.11,116.78
2022-02-01,424.0,236.7,710.69,116.78
2022-02-02,421.62,235.66,722.62,116.83
2022-02-03,426.89,235.1,719.28,116.83
2022-02-04,432.62,234.79,708.57,116.88
2022-02-05,430.39,237.15,696.21,116.89
2022-02-06,423.23,238.58,712.92,116.89
2022-02-07,427.29,240.0,709.07,116.89
2022-02-08,424.75,240.6,707.97,116.91
2022-02-09,427.98,239.06,699.54,116.91
2022-02-10,420.46,239.07,707.42,116.91
2022-02-11,424.05,240.54,701.61,116.91
2022-02-12,419.5,238.8,698.11,116.91
2022-02-13,422.46,239.79,700.85,116.91
2022-02-14,422.65,243.24,692.88,116.91
2022-02-15,419.11,244.87,691.86,116.94
2022-02-16,417.68,247.04,703.24,116.94
2022-02-17,420.45,247.43,707.01,116.94
2022-02-18,420.99,248.95,708.43,116.98
2022-02-19,423.39,247.95,710.53,116.99
2022-02-20,431.26,249.22,707.81,117.01
2022-02-21,425.26,250.28,724.27,117.01
2022-02-22,431.75,250.79,718.07,117.01
2022-02-23,432.3,252.86,720.16,117.03
2022-02-24,428.9,252.12,721.48,117.08
2022-02-25,423.84,251.91,730.11,117.08
2022-02-26,423.24,252.13,739.63,117.11
2022-02-27,426.97,250.64,739.76,117.17
2022-02-28,426.6,251.06,742.58,117.17
2022-03-01,432.69,248.55,745.73,117.17
2022-03-02,427.11,250.2,727.3,117.18
2022-03-03,427.2,250.34,714.79,117.18
2022-03-04,422.47,249.63,710.32,117.18
2022-03-05,424.01,248.45,706.23,117.19
2022-03-06,427.61,248.18,697.13,117.19
2022-03-07,426.1,249.28,703.42,117.19
2022-03-08,416.19,250.18,703.81,117.2
2022-03-09,417.08,249.19,702.49,117.26
2022-03-10,418.89,248.0,693.0,117.26
2022-03-11,420.58,249.06,693.03,117.26
2022-03-12,425.51,248.05,673.2,117.26
2022-03-13,421.49,248.21,672.33,117.26
2022-03-14,424.26,248.47,673.17,117.29
2022-03-15,429.06,249.01,675.37,117.29
2022-03-16,422.26,250.38,663.94,117.32
2022-03-17,423.63,248.56,665.98,117.32
2022-03-18,421.82,245.79,658.57,117.32
2022-03-19,421.64,245.02,652.93,117.32
2022-03-20,423.12,247.77,658.58,117.32
2022-03-21,421.37,250.87,674.04,117.32
2022-03-22,418.9,253.73,674.79,117.38
2022-03-23,419.17,253.51,668.98,117.38
2022-03-24,415.15,250.88,670.76,117.4
2022-03-25,411.17,247.44,678.25,117.42
2022-03-26,413.87,246.6,683.37,117.42
2022-03-27,409.67,246.38,705.17,117.42
2022-03-28,412.31,248.39,699.9,117.42
2022-03-29,414.2,249.77,702.26,117.42
2022-03-30,407.83,250.18,714.99,117.47
2022-03-31,405.44,248.92,727.44,117.47
2022-04-01,410.03,247.56,712.04,117.49
2022-04-02,406.49,248.01,712.39,117.5
2022-04-03,404.9,249.13,724.78,117.5
2022-04-04,406.75,249.79,749.15,117.5
2022-04-05,409.81,248.31,755.51,117.53
2022-04-06,409.0,249.36,752.79,117.53
2022-04-07,406.89,250.08,744.69,117.59
2022-04-08,412.36,248.54,763.93,117.59
2022-04-09,419.12,247.45,770.64,117.6
2022-04-10,423.03,248.55,763.73,117.6
2022-04-11,423.5,248.27,762.39,117.6
2022-04-12,420.51,250.73,765.47,117.6
2022-04-13,417.46,251.56,770.58,117.6
2022-04-14,419.59,250.9,763.23,117.6
2022-04-15,421.34,250.96,758.38,117.6
2022-04-16,426.92,251.13,744.8,117.6
2022-04-17,429.61,250.11,753.97,117.6
2022-04-18,423.87,248.81,751.48,117.6
2022-04-19,428.12,249.94,755.84,117.6
2022-04-20,424.36,251.29,768.45,117.64
2022-04-21,423.0,252.28,770.77,117.64
2022-04-22,424.11,254.67,770.2,117.64
2022-04-23,432.07,253.91,772.3,117.64
2022-04-24,444.7,256.56,773.26,117.65
2022-04-25,447.32,255.25,784.61,117.65
2022-04-26,446.72,253.77,787.78,117.65
2022-04-27,449.05,251.17,783.39,117.65
2022-04-28,452.87,250.57,793.11,117.67
2022-04-29,451.68,249.89,804.6,117.67
2022-04-30,459.32,250.76,793.0,117.67
2022-05-01,460.44,251.2,807.23,117.67
2022-05-02,462.69,249.48,810.98,117.67
2022-05-03,465.67,248.96,814.01,117.71
2022-05-04,467.62,248.48,823.72,117.71
2022-05-05,471.38,245.91,818.92,117.71
2022-05-06,468.87,244.54,828.21,117.76
2022-05-07,466.63,243.48,825.15,117.77
2022-05-08,462.1,245.66,812.0,117.77
2022-05-09,464.12,246.02,803.37,117.8
2022-05-10,467.59,247.07,808.94,117.8
2022-05-11,469.71,244.93,800.81,117.8
2022-05-12,477.12,246.77,815.89,117.8
2022-05-13,477.25,248.78,827.33,117.8
2022-05-14,480.34,245.88,840.29,117.81
2022-05-15,475.71,244.91,841.92,117.88
2022-05-16,474.18,245.71,844.82,117.88
2022-05-17,477.36,246.74,834.0,117.88
2022-05-18,481.24,245.81,843.85,117.88
2022-05-19,480.1,245.43,847.92,117.88
2022-05-20,479.94,244.62,853.81,117.94
2022-05-21,473.47,244.86,870.65,117.97
2022-05-22,472.08,246.7,865.2,117.97
2022-05-23,476.1,245.63,864.44,117.97
2022-05-24,478.76,247.19,868.09,117.97
2022-05-25,481.12,246.1,859.46,117.97
2022-05-26,481.49,244.92,858.11,117.97
2022-05-27,481.68,246.21,863.34,117.97
2022-05-28,478.93,247.65,860.65,117.97
2022-05-29,482.16,249.0,873.89,117.97
2022-05-30,484.18,247.11,859.62,117.97
2022-05-31,486.52,246.49,871.02,117.97
2022-06-01,484.34,247.79,877.99,117.97
2022-06-02,475.03,247.92,872.86,117.97
2022-06-03,479.99,246.4,864.29,117.97
2022-06-04,478.04,247.15,844.74,117.97
2022-06-05,474.43,246.16,837.67,118.0
2022-06-06,477.61,248.91,848.05,118.0
2022-06-07,476.05,251.31,847.97,118.0
2022-06-08,480.85,252.3,859.61,118.0
2022-06-09,483.73,254.45,854.09,118.0
2022-06-10,486.92,254.63,861.38,118.0
2022-06-11,481.02,255.88,854.91,118.0
2022-06-12,486.55,258.24,846.12,118.0
2022-06-13,487.87,258.7,845.56,118.0
2022-06-14,486.38,258.38,839.7,118.0
2022-06-15,487.18,255.82,825.69,118.0
2022-06-16,479.47,255.77,824.44,118.0
2022-06-17,481.42,257.11,825.88,118.0
2022-06-18,477.06,258.66,838.2,118.0
2022-06-19,471.33,259.52,847.54,118.0
2022-06-20,464.96,258.76,859.71,118.0
2022-06-21,469.87,255.77,867.18,118.02
2022-06-22,467.32,255.09,870.9,118.03
2022-06-23,474.08,254.69,859.4,118.05
2022-06-24,471.92,254.29,861.31,118.05
2022-06-25,464.74,255.31,867.58,118.05
2022-06-26,460.16,258.46,882.4,118.06
2022-06-27,465.55,258.73,889.72,118.07
2022-06-28,465.04,258.47,902.71,118.07
2022-06-29,462.85,258.14,892.77,118.08
2022-06-30,463.68,258.41,889.97,118.08
2022-07-01,465.97,257.21,894.76,118.08
2022-07-02,470.91,257.47,907.02,118.08
2022-07-03,477.36,258.24,906.02,118.08
2022-07-04,475.94,258.65,905.67,118.08
2022-07-05,470.35,259.44,913.19,118.16
2022-07-06,468.72,260.19,902.18,118.16
2022-07-07,469.99,257.51,919.14,118.24
2022-07-08,466.01,258.58,910.58,118.24
2022-07-09,462.09,257.61,891.61,118.25
2022-07-10,463.69,255.99,892.19,118.25
2022-07-11,463.64,254.37,909.89,118.25
2022-07-12,463.93,255.11,916.41,118.26
2022-07-13,460.86,254.85,924.68,118.27
2022-07-14,460.04,252.35,925.61,118.27
2022-07-15,456.31,253.16,924.52,118.3
2022-07-16,460.19,251.05,909.08,118.3
2022-07-17,464.73,251.33,886.73,118.3
2022-07-18,457.08,251.77,889.17,118.3
2022-07-19,453.35,253.19,902.88,118.3
2022-07-20,447.32,256.0,906.87,118.35
2022-07-21,444.81,253.98,913.75,118.35
2022-07-22,444.61,253.97,930.68,118.38
2022-07-23,438.89,253.63,934.63,118.4
2022-07-24,435.34,254.36,933.85,118.4
2022-07-25,431.49,254.77,925.78,118.44
2022-07-26,432.45,254.31,947.6,118.44
2022-07-27,432.87,253.71,953.74,118.44
2022-07-28,430.15,252.08,944.18,118.44
2022-07-29,430.99,253.66,932.31,118.44
2022-07-30,428.97,254.44,946.06,118.49
2022-07-31,428.05,255.93,935.58,118.51
2022-08-01,434.8,255.52,955.82,118.51
2022-08-02,440.31,254.59,927.12,118.54
2022-08-03,435.24,253.02,942.59,118.54
2022-08-04,438.7,253.64,948.28,118.54
2022-08-05,442.12,252.13,950.06,118.54
2022-08-06,437.63,255.03,948.69,118.62
2022-08-07,441.07,253.11,969.61,118.62
2022-08-08,447.47,253.6,977.88,118.62
2022-08-09,443.03,256.08,968.52,118.62
2022-08-10,439.47,257.08,950.47,118.64
2022-08-11,443.73,257.43,952.88,118.64
2022-08-12,444.97,256.01,953.38,118.64
2022-08-13,447.37,253.96,937.72,118.66
2022-08-14,448.91,255.22,937.64,118.66
2022-08-15,450.67,257.62,932.1,118.66
2022-08-16,445.37,257.02,932.7,118.66
2022-08-17,449.81,255.34,940.85,118.66
2022-08-18,454.8,251.66,957.3,118.66
2022-08-19,453.99,250.25,967.67,118.66
2022-08-20,453.96,250.16,960.36,118.68
2022-08-21,447.78,252.65,964.87,118.68
2022-08-22,450.04,253.75,966.07,118.68
2022-08-23,452.55,254.3,952.21,118.69
2022-08-24,452.43,253.76,957.0,118.71
2022-08-25,457.27,252.94,977.73,118.71
2022-08-26,456.01,255.17,978.62,118.71
2022-08-27,458.53,255.55,961.73,118.71
2022-08-28,454.41,252.42,962.58,118.71
2022-08-29,454.46,251.47,950.03,118.73
2022-08-30,453.88,250.25,959.82,118.73
2022-08-31,454.96,249.5,966.03,118.82
2022-09-01,453.57,250.42,964.69,118.82
2022-09-02,453.17,250.33,961.62,118.82
2022-09-03,456.76,250.29,959.84,118.82
2022-09-04,455.08,252.35,960.44,118.84
2022-09-05,448.58,251.37,952.64,118.84
2022-09-06,455.97,254.29,938.38,118.84
2022-09-07,461.93,253.34,951.0,118.84
2022-09-08,456.64,253.55,947.39,118.84
2022-09-09,459.68,253.19,949.68,118.84
2022-09-10,457.72,253.46,953.25,118.84
2022-09-11,458.97,254.21,957.22,118.84
2022-09-12,460.36,254.95,945.17,118.84
2022-09-13,459.52,253.87,928.01,118.89
2022-09-14,456.38,252.24,922.38,118.9
2022-09-15,453.65,256.14,926.99,118.9
2022-09-16,450.0,255.48,919.92,118.97
2022-09-17,446.73,256.63,916.75,118.97
2022-09-18,446.6,254.23,939.46,118.97
2022-09-19,443.82,253.88,920.65,118.97
2022-09-20,446.75,253.76,913.35,118.98
2022-09-21,453.02,254.56,933.55,118.98
2022-09-22,450.76,250.5,933.59,118.98
2022-09-23,451.9,250.82,926.7,118.98
2022-09-24,454.12,249.17,939.47,118.98
2022-09-25,456.23,249.73,940.56,119.02
2022-09-26,456.7,248.25,937.38,119.03
2022-09-27,459.96,247.05,939.92,119.03
2022-09-28,462.15,246.71,933.49,119.03
2022-09-29,457.08,245.23,923.35,119.07
2022-09-30,460.89,244.6,922.67,119.07
2022-10-01,464.8,242.92,912.72,119.07
2022-10-02,461.71,240.33,913.32,119.07
2022-10-03,462.02,241.88,917.46,119.07
2022-10-04,465.07,240.07,926.81,119.07
2022-10-05,464.33,239.88,939.16,119.07
2022-10-06,469.06,241.04,935.38,119.07
2022-10-07,479.48,240.22,941.16,119.07
2022-10-08,476.2,239.11,946.9,119.1
2022-10-09,470.36,239.5,950.91,119.1
2022-10-10,471.83,241.19,946.3,119.19
2022-10-11,475.11,239.57,935.91,119.25
2022-10-12,474.26,239.43,941.72,119.29
2022-10-13,480.77,237.01,924.3,119.3
2022-10-14,475.06,236.52,922.02,119.37
2022-10-15,478.24,236.64,896.38,119.37
2022-10-16,475.75,235.5,883.47,119.37
2022-10-17,483.45,234.92,875.26,119.37
2022-10-18,492.52,233.01,886.61,119.37
2022-10-19,489.23,233.18,893.98,119.37
2022-10-20,486.93,234.74,888.9,119.37
2022-10-21,490.93,233.26,896.71,119.37
2022-10-22,489.35,232.46,906.2,119.37
2022-10-23,489.31,233.23,905.05,119.37
2022-10-24,489.58,235.01,891.54,119.43
2022-10-25,481.2,232.98,889.93,119.43
2022-10-26,481.29,232.81,889.43,119.46
2022-10-27,478.42,233.28,877.65,119.46
2022-10-28,476.41,233.2,881.75,119.46
2022-10-29,482.91,229.82,885.01,119.46
2022-10-30,477.54,230.58,889.93,119.53
2022-10-31,481.26,232.77,893.21,119.53
2022-11-01,480.19,233.0,901.06,119.53
2022-11-02,479.12,231.63,899.73,119.53
2022-11-03,482.75,230.99,902.26,119.53
2022-11-04,484.41,233.53,898.71,119.54
2022-11-05,487.11,234.88,893.3,119.6
2022-11-06,491.61,235.86,907.34,119.65
2022-11-07,490.27,236.43,887.18,119.65
2022-11-08,487.69,235.57,896.46,119.67
2022-11-09,483.02,235.35,890.7,119.67
2022-11-10,479.54,235.31,883.69,119.67
2022-11-11,492.83,236.16,886.77,119.67
2022-11-12,498.64,238.39,872.5,119.67
2022-11-13,492.66,240.07,864.99,119.67
2022-11-14,486.89,238.1,857.22,119.67
2022-11-15,489.2,238.49,855.55,119.69
2022-11-16,491.82,239.62,848.3,119.69
2022-11-17,494.45,240.59,864.18,119.69
2022-11-18,493.46,239.75,882.31,119.73
2022-11-19,493.05,244.06,862.92,119.73
2022-11-20,494.69,242.27,868.69,119.73
2022-11-21,495.24,240.76,877.6,119.73
2022-11-22,485.43,241.17,883.45,119.73
2022-11-23,484.57,244.34,877.4,119.76
2022-11-24,480.96,243.18,875.47,119.78
2022-11-25,481.89,242.87,868.59,119.78
2022-11-26,495.4,244.52,864.96,119.78
2022-11-27,497.23,244.57,853.72,119.78
2022-11-28,495.97,244.15,853.08,119.78
2022-11-29,500.33,245.05,839.22,119.78
2022-11-30,502.71,245.53,837.78,119.78
2022-12-01,504.81,247.13,826.54,119.78
2022-12-02,507.79,249.13,828.91,119.78
2022-12-03,517.61,249.67,823.04,119.78
2022-12-04,512.45,250.18,826.18,119.78
2022-12-05,514.84,250.58,836.74,119.85
2022-12-06,510.65,251.39,852.3,119.85
2022-12-07,513.42,251.55,828.84,119.88
2022-12-08,509.28,251.62,821.54,119.93
2022-12-09,507.5,253.52,819.18,119.93
2022-12-10,506.3,255.92,823.88,119.93
2022-12-11,511.01,253.68,809.15,119.93
2022-12-12,515.49,253.77,800.69,119.93
2022-12-13,509.81,252.8,802.29,119.93
2022-12-14,510.23,252.4,803.49,119.93
2022-12-15,507.08,253.09,807.35,119.94
2022-12-16,501.43,254.18,811.82,119.96
2022-12-17,500.6,254.09,815.36,119.96
2022-12-18,499.35,251.25,817.58,119.96
2022-12-19,510.74,249.87,818.53,119.97
2022-12-20,512.93,251.3,825.12,119.97
2022-12-21,506.66,247.26,805.02,119.97
2022-12-22,504.21,249.11,819.57,119.97
2022-12-23,509.11,249.97,799.92,119.97
2022-12-24,519.11,252.03,790.69,120.07
2022-12-25,511.79,251.8,789.1,120.07
2022-12-26,503.22,248.77,795.52,120.11
2022-12-27,512.08,249.49,769.56,120.16
2022-12-28,514.07,251.49,769.73,120.16
2022-12-29,510.17,252.97,777.05,120.16
2022-12-30,512.84,252.03,786.21,120.16
2022-12-31,500.76,252.24,780.49,120.16
2023-01-01,500.94,251.51,778.27,120.16
2023-01-02,502.61,250.34,773.3,120.16
2023-01-03,507.04,251.86,770.31,120.16
2023-01-04,502.52,250.13,761.82,120.22
2023-01-05,503.08,248.86,754.64,120.22
2023-01-06,498.99,247.29,758.75,120.29
2023-01-07,500.32,245.15,760.28,120.29
2023-01-08,496.39,245.44,764.91,120.36
2023-01-09,494.7,247.23,767.17,120.36
2023-01-10,490.37,247.03,773.69,120.36
2023-01-11,493.46,244.88,781.79,120.36
2023-01-12,497.51,246.19,767.03,120.37
2023-01-13,496.61,248.78,760.1,120.43
2023-01-14,496.94,247.88,758.53,120.43
2023-01-15,490.55,247.24,758.74,120.43
2023-01-16,489.36,248.09,753.45,120.43
2023-01-17,489.29,250.59,761.63,120.48
2023-01-18,501.34,249.89,779.21,120.5
2023-01-19,496.42,247.96,781.26,120.54
2023-01-20,503.29,248.98,782.42,120.54
2023-01-21,508.07,250.26,790.36,120.54
2023-01-22,509.54,250.34,774.36,120.54
2023-01-23,517.98,249.58,775.02,120.57
2023-01-24,519.91,251.15,784.03,120.57
2023-01-25,521.94,252.02,778.79,120.61
2023-01-26,521.85,250.93,768.53,120.61
2023-01-27,527.9,251.08,767.33,120.61
2023-01-28,533.4,249.12,767.22,120.63
2023-01-29,530.53,250.23,759.83,120.63
2023-01-30,524.32,249.91,778.38,120.65
2023-01-31,523.52,249.33,774.61,120.67
2023-02-01,519.86,249.35,765.03,120.67
2023-02-02,519.73,249.49,764.64,120.67
2023-02-03,525.82,250.91,772.91,120.7
2023-02-04,523.79,251.88,773.47,120.7
2023-02-05,523.75,251.71,778.13,120.72
2023-02-06,524.2,252.95,770.95,120.75
2023-02-07,528.46,253.64,784.38,120.81
2023-02-08,517.86,253.06,789.78,120.81
2023-02-09,515.16,252.95,799.58,120.81
2023-02-10,516.32,252.8,803.3,120.81
2023-02-11,522.2,253.64,811.23,120.81
2023-02-12,520.02,253.16,803.73,120.81
2023-02-13,511.32,252.64,799.73,120.81
2023-02-14,514.4,255.73,812.37,120.84
2023-02-15,511.58,257.25,827.2,120.84
2023-02-16,506.19,256.15,817.03,120.84
2023-02-17,503.47,257.11,819.77,120.84
2023-02-18,502.78,257.37,816.24,120.84
2023-02-19,500.16,258.06,810.3,120.84
2023-02-20,490.32,258.35,813.34,120.87
2023-02-21,494.52,260.28,824.29,120.87
2023-02-22,500.49,260.9,828.94,120.9
2023-02-23,503.65,260.88,826.41,120.91
2023-02-24,498.59,262.6,831.66,120.91
2023-02-25,497.83,263.05,828.74,120.91
2023-02-26,497.96,263.32,833.04,120.92
2023-02-27,500.86,263.89,846.69,120.92
2023-02-28,504.1,263.82,827.57,120.92
2023-03-01,500.88,263.92,835.48,120.92
2023-03-02,501.42,263.06,821.57,120.96
2023-03-03,503.69,261.96,833.45,120.96
2023-03-04,510.61,260.46,827.95,120.96
2023-03-05,514.08,258.37,817.12,120.96
2023-03-06,517.98,257.08,823.98,120.96
2023-03-07,518.54,256.89,827.81,120.96
2023-03-08,525.46,257.12,818.99,120.96
2023-03-09,527.6,256.78,807.96,120.96
2023-03-10,523.63,253.24,806.69,120.96
2023-03-11,530.57,255.73,796.26,120.98
2023-03-12,534.15,257.48,787.22,120.98
2023-03-13,532.15,258.25,788.67,121.01
2023-03-14,529.99,261.31,780.57,121.01
2023-03-15,531.6,259.85,784.74,121.01
2023-03-16,534.04,262.9,798.44,121.01
2023-03-17,535.17,261.45,797.54,121.07
2023-03-18,536.88,261.91,799.13,121.08
2023-03-19,545.48,259.99,817.93,121.2
2023-03-20,551.03,260.09,807.5,121.2
2023-03-21,552.18,260.77,818.84,121.2
2023-03-22,557.14,260.6,829.22,121.2
2023-03-23,552.07,261.8,837.68,121.2
2023-03-24,554.26,262.04,850.4,121.2
2023-03-25,563.71,261.29,853.55,121.2
2023-03-26,562.76,260.48,848.42,121.2
2023-03-27,558.59,261.83,859.4,121.2
2023-03-28,555.44,260.88,870.89,121.2
2023-03-29,550.1,262.4,882.27,121.28
2023-03-30,546.34,264.42,883.18,121.28
2023-03-31,544.66,261.85,876.56,121.28
2023-04-01,537.87,263.72,878.92,121.28
2023-04-02,538.12,267.09,888.77,121.29
2023-04-03,542.76,267.58,899.56,121.29
2023-04-04,538.44,268.62,895.7,121.29
2023-04-05,546.16,270.39,899.37,121.29
2023-04-06,548.9,270.02,886.69,121.29
2023-04-07,554.28,270.4,897.06,121.29
2023-04-08,551.13,268.35,889.66,121.29
2023-04-09,555.64,268.65,898.04,121.29
2023-04-10,550.29,269.54,886.98,121.33
2023-04-11,554.97,270.46,897.82,121.35
2023-04-12,556.02,272.28,901.56,121.4
2023-04-13,559.03,271.09,894.14,121.43
2023-04-14,553.22,270.3,901.61,121.44
2023-04-15,548.88,273.49,896.12,121.44
2023-04-16,552.07,273.32,904.2,121.5
2023-04-17,547.47,273.73,901.9,121.5
2023-04-18,549.97,273.7,885.07,121.5
2023-04-19,543.3,272.43,875.81,121.51
2023-04-20,547.72,275.19,872.05,121.52
2023-04-21,541.74,274.4,886.06,121.53
2023-04-22,544.67,272.62,895.57,121.53
2023-04-23,547.97,271.97,912.57,121.53
2023-04-24,544.66,268.79,930.22,121.62
2023-04-25,547.75,267.82,925.13,121.62
2023-04-26,549.23,266.34,923.67,121.62
2023-04-27,546.71,267.41,919.9,121.62
2023-04-28,541.85,266.41,913.46,121.62
2023-04-29,532.37,267.91,895.21,121.62
2023-04-30,534.25,270.26,895.54,121.62
2023-05-01,526.82,271.61,883.15,121.62
2023-05-02,527.45,271.34,883.28,121.68
2023-05-03,526.34,271.65,905.05,121.68
2023-05-04,529.8,269.25,900.36,121.68
2023-05-05,528.51,269.12,902.82,121.68
2023-05-06,527.08,267.8,912.57,121.68
2023-05-07,530.8,269.01,915.95,121.68
2023-05-08,532.6,273.29,919.46,121.68
2023-05-09,534.32,274.19,916.21,121.68
2023-05-10,536.79,271.0,914.31,121.68
2023-05-11,529.47,270.5,904.98,121.68
2023-05-12,533.32,270.78,914.12,121.75
2023-05-13,536.49,271.0,896.87,121.75
2023-05-14,531.69,269.89,907.21,121.75
2023-05-15,530.68,270.37,893.47,121.75
2023-05-16,530.66,268.43,903.69,121.75
2023-05-17,530.17,266.99,900.58,121.75
2023-05-18,531.97,268.11,888.66,121.81
2023-05-19,539.16,266.56,894.95,121.81
2023-05-20,544.71,267.5,904.84,121.81
2023-05-21,538.37,265.38,900.87,121.81
2023-05-22,541.62,268.3,908.69,121.81
2023-05-23,548.43,267.13,886.1,121.81
2023-05-24,550.56,266.85,873.5,121.85
2023-05-25,556.26,267.46,886.77,121.85
2023-05-26,566.79,266.63,885.02,121.85
2023-05-27,572.32,266.94,867.13,121.93
2023-05-28,573.81,267.95,860.8,121.93
2023-05-29,579.52,269.58,852.36,121.93
2023-05-30,580.47,270.95,851.22,121.97
2023-05-31,580.79,270.75,848.14,121.97
2023-06-01,579.11,270.59,850.3,121.97
2023-06-02,587.65,274.53,850.09,121.97
2023-06-03,583.45,276.18,863.67,121.97
2023-06-04,591.89,274.73,868.27,121.97
2023-06-05,594.79,274.98,873.22,121.97
2023-06-06,587.41,274.51,885.22,121.97
2023-06-07,589.58,274.37,881.83,121.97
2023-06-08,578.53,272.43,869.86,121.97
2023-06-09,582.04,271.83,882.23,121.97
2023-06-10,586.97,274.89,884.06,121.97
2023-06-11,583.98,275.94,885.92,122.01
2023-06-12,584.83,271.91,880.1,122.01
2023-06-13,595.59,273.99,874.48,122.01
2023-06-14,593.03,275.87,883.33,122.01
2023-06-15,587.49,275.36,893.65,122.04
2023-06-16,595.71,276.63,902.05,122.04
2023-06-17,606.71,275.29,910.63,122.09
2023-06-18,606.93,274.59,916.97,122.09
2023-06-19,612.77,277.16,918.82,122.09
2023-06-20,620.55,276.79,917.5,122.12
2023-06-21,616.54,273.78,930.58,122.12
2023-06-22,614.0,273.75,927.18,122.12
2023-06-23,621.17,273.7,931.54,122.12
2023-06-24,631.03,275.77,923.65,122.12
2023-06-25,634.5,275.87,917.31,122.13
2023-06-26,629.61,275.26,915.37,122.13
2023-06-27,641.38,277.08,907.61,122.13
2023-06-28,638.47,277.36,916.29,122.14
2023-06-29,636.72,276.19,902.98,122.14
2023-06-30,638.92,278.2,904.48,122.14
2023-07-01,648.29,278.61,906.31,122.14
2023-07-02,653.6,278.7,888.51,122.14
2023-07-03,656.29,279.08,884.58,122.15
2023-07-04,659.3,277.37,887.61,122.15
2023-07-05,659.77,276.57,892.38,122.15
2023-07-06,663.37,276.66,890.81,122.15
2023-07-07,648.38,276.42,898.1,122.16
2023-07-08,646.83,278.63,897.48,122.16
2023-07-09,648.47,279.07,898.1,122.16
2023-07-10,641.88,280.6,901.13,122.16
2023-07-11,644.36,280.7,911.07,122.16
2023-07-12,643.36,282.57,904.66,122.23
2023-07-13,654.0,283.33,900.2,122.23
2023-07-14,663.71,283.44,893.93,122.25
2023-07-15,661.09,283.5,891.07,122.25
2023-07-16,660.39,281.96,905.97,122.25
2023-07-17,660.16,282.91,912.32,122.25
2023-07-18,657.64,282.92,901.26,122.29
2023-07-19,659.03,282.15,895.68,122.32
2023-07-20,654.68,284.12,899.92,122.39
2023-07-21,648.14,282.07,891.27,122.39
2023-07-22,652.06,281.44,884.5,122.39
2023-07-23,656.04,283.27,898.47,122.39
2023-07-24,651.44,283.9,892.77,122.39
2023-07-25,657.01,283.9,902.9,122.4
2023-07-26,653.43,284.41,916.23,122.4
2023-07-27,655.16,284.8,909.19,122.4
2023-07-28,660.32,282.3,900.61,122.49
2023-07-29,660.33,281.79,898.3,122.49
2023-07-30,663.29,284.63,887.84,122.49
2023-07-31,660.38,283.59,889.53,122.55
2023-08-01,659.4,283.13,887.95,122.55
2023-08-02,658.37,282.29,892.04,122.58
2023-08-03,654.1,282.23,906.66,122.58
2023-08-04,653.25,281.32,915.53,122.58
2023-08-05,644.25,282.23,921.08,122.64
2023-08-06,641.57,282.65,901.41,122.66
2023-08-07,640.1,284.05,906.4,122.68
2023-08-08,638.81,282.35,924.64,122.68
2023-08-09,637.6,281.85,894.32,122.69
2023-08-10,637.45,281.55,901.77,122.69
2023-08-11,640.46,282.41,900.64,122.69
2023-08-12,645.82,281.15,892.55,122.69
2023-08-13,642.19,282.79,901.11,122.69
2023-08-14,635.36,284.9,919.11,122.69
