Date,Fund_A,Fund_B,Fund_C,Fund_D
2021-01-17,178.29,184.08,254.06,112.71
2021-01-18,178.55,184.51,258.07,112.74
2021-01-19,176.72,186.4,258.5,112.71
2021-01-20,176.09,184.29,260.83,112.65
2021-01-21,176.69,184.06,260.72,112.65
2021-01-22,178.76,183.51,261.93,112.67
2021-01-23,180.12,183.16,260.3,112.69
2021-01-24,182.98,184.6,260.77,112.69
2021-01-25,181.35,185.3,260.39,112.72
2021-01-26,181.88,185.51,255.87,112.73
2021-01-27,180.67,185.69,259.53,112.73
2021-01-28,180.84,185.18,258.23,112.76
2021-01-29,178.64,185.14,256.74,112.73
2021-01-30,180.2,185.24,256.79,112.74
2021-01-31,178.37,184.2,258.71,112.73
2021-02-01,181.58,182.94,256.61,112.71
2021-02-02,181.89,181.3,260.31,112.69
2021-02-03,184.45,180.44,252.7,112.69
2021-02-04,184.64,179.84,252.38,112.65
2021-02-05,186.62,180.17,250.73,112.66
2021-02-06,184.18,181.22,248.55,112.67
2021-02-07,186.27,182.04,246.47,112.67
2021-02-08,184.79,181.72,242.31,112.65
2021-02-09,181.97,181.0,240.5,112.67
2021-02-10,182.07,182.19,242.08,112.7
2021-02-11,181.96,181.27,244.04,112.68
2021-02-12,185.47,181.1,244.64,112.71
2021-02-13,189.11,180.04,239.67,112.74
2021-02-14,190.05,181.18,242.61,112.76
2021-02-15,190.65,182.43,240.34,112.72
2021-02-16,190.36,183.13,240.39,112.73
2021-02-17,192.46,184.41,240.6,112.76
2021-02-18,194.24,185.77,242.82,112.8
2021-02-19,194.2,186.9,239.99,112.83
2021-02-20,193.16,186.89,237.58,112.8
2021-02-21,188.91,188.06,237.42,112.8
2021-02-22,188.35,186.67,239.38,112.77
2021-02-23,189.75,185.43,240.34,112.77
2021-02-24,188.96,186.2,237.74,112.81
2021-02-25,188.1,186.59,240.08,112.77
2021-02-26,188.81,186.93,244.47,112.85
2021-02-27,191.41,187.85,234.15,112.87
2021-02-28,192.71,187.93,235.03,112.85
2021-03-01,195.42,186.82,233.18,112.82
2021-03-02,195.13,186.04,232.98,112.81
2021-03-03,194.87,187.11,230.77,112.78
2021-03-04,195.82,187.16,224.44,112.81
2021-03-05,197.52,186.74,227.15,112.75
2021-03-06,200.95,186.04,226.44,112.84
2021-03-07,200.08,187.09,227.98,112.82
2021-03-08,198.59,186.08,224.91,112.85
2021-03-09,200.0,185.78,220.51,112.84
2021-03-10,200.13,184.3,220.09,112.85
2021-03-11,202.77,182.95,221.66,112.93
2021-03-12,204.47,182.88,224.72,112.9
2021-03-13,208.66,182.06,219.24,112.88
2021-03-14,213.51,182.78,221.93,112.88
2021-03-15,211.68,182.73,222.56,112.92
2021-03-16,211.92,181.59,223.83,112.86
2021-03-17,209.03,183.65,221.11,112.85
2021-03-18,210.89,183.76,216.8,112.89
2021-03-19,210.33,182.5,216.8,112.91
2021-03-20,213.26,181.78,217.84,112.91
2021-03-21,212.01,180.05,218.46,112.91
2021-03-22,211.94,180.28,217.49,112.96
2021-03-23,211.84,180.26,220.39,112.96
2021-03-24,210.79,181.47,224.08,112.97
2021-03-25,211.05,179.77,224.9,112.95
2021-03-26,210.83,178.06,223.83,112.96
2021-03-27,208.78,178.35,227.74,112.94
2021-03-28,213.18,177.53,227.51,112.94
2021-03-29,212.84,176.87,228.39,112.96
2021-03-30,215.5,175.56,227.95,112.93
2021-03-31,216.97,175.75,223.35,112.95
2021-04-01,215.88,177.83,222.29,112.96
2021-04-02,218.89,176.96,220.95,112.99
2021-04-03,218.88,177.54,222.19,113.01
2021-04-04,219.49,177.51,222.25,113.03
2021-04-05,220.23,179.3,221.19,113.0
2021-04-06,223.73,179.32,220.63,113.03
2021-04-07,222.49,178.88,221.85,113.0
2021-04-08,221.65,180.29,220.91,113.05
2021-04-09,219.05,182.09,222.66,113.08
2021-04-10,218.75,181.88,228.44,113.16
2021-04-11,216.86,182.72,227.26,113.21
2021-04-12,215.9,182.32,226.2,113.22
2021-04-13,220.09,183.37,222.27,113.21
2021-04-14,219.88,183.62,225.19,113.23
2021-04-15,222.88,183.19,224.29,113.24
2021-04-16,226.75,183.28,220.91,113.25
2021-04-17,225.48,183.26,221.95,113.29
2021-04-18,224.74,182.08,220.44,113.29
2021-04-19,221.02,180.93,219.17,113.38
2021-04-20,219.0,183.12,218.27,113.41
2021-04-21,221.54,182.36,220.76,113.42
2021-04-22,222.68,181.64,221.06,113.47
2021-04-23,219.9,179.9,221.57,113.44
2021-04-24,215.89,180.82,222.71,113.44
2021-04-25,214.57,179.63,220.32,113.44
2021-04-26,214.3,181.16,220.47,113.43
2021-04-27,210.56,181.81,224.54,113.43
2021-04-28,209.39,180.96,230.74,113.39
2021-04-29,210.14,181.56,230.33,113.39
2021-04-30,209.16,182.05,233.28,113.4
2021-05-01,209.95,181.75,229.09,113.4
2021-05-02,212.8,182.07,225.02,113.38
2021-05-03,214.66,181.1,224.42,113.37
2021-05-04,214.71,180.59,224.99,113.37
2021-05-05,212.32,179.55,228.63,113.34
2021-05-06,211.36,178.06,227.93,113.31
2021-05-07,209.5,177.24,227.27,113.28
2021-05-08,209.85,179.71,226.93,113.27
2021-05-09,212.26,180.01,223.96,113.28
2021-05-10,215.58,179.78,226.38,113.27
2021-05-11,213.57,179.0,223.57,113.27
2021-05-12,211.53,178.5,223.8,113.29
2021-05-13,211.15,178.71,224.45,113.28
2021-05-14,213.0,178.42,221.81,113.34
2021-05-15,214.28,179.45,219.44,113.38
2021-05-16,215.45,180.53,214.79,113.4
2021-05-17,217.05,180.35,216.47,113.41
2021-05-18,214.59,180.77,216.42,113.45
2021-05-19,213.23,182.07,217.7,113.47
2021-05-20,215.71,182.2,219.87,113.52
2021-05-21,213.81,181.53,220.94,113.48
2021-05-22,220.3,181.25,220.28,113.49
2021-05-23,222.84,182.06,222.76,113.46
2021-05-24,220.51,182.99,224.05,113.43
2021-05-25,216.62,182.46,221.46,113.42
2021-05-26,215.65,182.77,224.46,113.45
2021-05-27,213.76,183.44,225.34,113.4
2021-05-28,211.18,180.98,228.15,113.43
2021-05-29,211.46,181.35,228.44,113.42
2021-05-30,212.14,181.2,228.09,113.43
2021-05-31,209.68,182.16,227.33,113.47
2021-06-01,211.8,182.35,229.61,113.47
2021-06-02,212.14,182.53,229.18,113.52
2021-06-03,215.03,184.3,228.73,113.47
2021-06-04,215.69,184.27,227.33,113.52
2021-06-05,215.16,183.56,221.5,113.56
2021-06-06,216.37,181.92,222.28,113.53
2021-06-07,217.2,183.12,229.04,113.54
2021-06-08,217.67,182.63,231.99,113.57
2021-06-09,220.43,182.64,232.35,113.56
2021-06-10,221.91,182.06,231.17,113.55
2021-06-11,222.44,181.84,227.87,113.56
2021-06-12,219.85,181.83,223.62,113.53
2021-06-13,219.85,181.28,225.31,113.52
2021-06-14,221.22,180.86,223.04,113.54
2021-06-15,221.43,179.25,219.75,113.58
2021-06-16,221.2,178.26,212.47,113.62
2021-06-17,220.45,176.35,215.31,113.62
2021-06-18,225.54,175.34,214.31,113.62
2021-06-19,223.54,175.74,218.79,113.66
2021-06-20,222.53,176.55,220.76,113.69
2021-06-21,223.31,177.25,223.81,113.71
2021-06-22,229.37,177.68,220.93,113.7
2021-06-23,227.1,177.29,223.49,113.74
2021-06-24,224.66,176.17,223.31,113.72
2021-06-25,222.27,177.61,217.71,113.7
2021-06-26,218.44,178.04,216.17,113.7
2021-06-27,219.66,178.89,213.31,113.73
2021-06-28,219.8,181.43,215.18,113.76
2021-06-29,221.45,183.28,216.37,113.71
2021-06-30,220.87,184.66,214.74,113.7
2021-07-01,218.61,184.25,213.2,113.7
2021-07-02,220.62,183.5,208.16,113.77
2021-07-03,218.46,184.76,210.83,113.77
2021-07-04,218.6,184.69,211.76,113.8
2021-07-05,220.05,183.72,213.27,113.82
2021-07-06,222.2,184.59,212.99,113.84
2021-07-07,222.82,184.21,214.42,113.88
2021-07-08,222.37,183.25,210.43,113.92
2021-07-09,220.34,181.56,212.8,113.99
2021-07-10,221.93,180.83,214.06,113.97
2021-07-11,224.25,180.69,213.3,114.0
2021-07-12,223.14,180.46,211.99,114.01
2021-07-13,223.16,181.55,209.65,114.04
2021-07-14,225.87,181.68,209.94,114.1
2021-07-15,228.33,183.84,209.45,114.12
2021-07-16,231.71,184.12,209.04,114.15
2021-07-17,227.76,184.9,208.85,114.18
2021-07-18,225.83,184.21,205.85,114.15
2021-07-19,228.34,185.13,209.55,114.17
2021-07-20,227.37,183.01,208.62,114.14
2021-07-21,227.74,181.16,207.53,114.09
2021-07-22,229.16,179.95,206.86,114.12
2021-07-23,226.53,180.14,209.96,114.15
2021-07-24,225.93,180.74,207.0,114.16
2021-07-25,227.76,180.73,205.5,114.23
2021-07-26,229.35,178.51,203.57,114.23
2021-07-27,224.45,179.46,202.33,114.23
2021-07-28,221.24,178.42,203.87,114.21
2021-07-29,222.03,177.56,202.18,114.19
2021-07-30,222.58,175.52,204.44,114.2
2021-07-31,225.62,175.71,204.94,114.24
2021-08-01,226.07,173.28,201.16,114.21
2021-08-02,226.45,174.38,200.32,114.18
2021-08-03,225.84,174.12,200.57,114.17
2021-08-04,226.74,173.48,200.04,114.19
2021-08-05,226.02,173.19,200.0,114.16
2021-08-06,229.24,174.98,200.36,114.2
2021-08-07,231.77,175.41,206.46,114.23
2021-08-08,232.98,176.46,206.61,114.23
2021-08-09,236.41,176.78,207.46,114.25
2021-08-10,240.71,178.33,206.47,114.28
2021-08-11,238.12,177.77,204.21,114.29
2021-08-12,237.7,177.7,201.41,114.33
2021-08-13,237.81,176.94,198.81,114.33
2021-08-14,237.63,178.08,200.6,114.34
2021-08-15,237.12,178.18,199.69,114.35
2021-08-16,240.61,177.34,197.67,114.39
2021-08-17,241.82,178.51,199.21,114.41
2021-08-18,239.7,176.67,200.25,114.46
2021-08-19,240.42,176.84,201.16,114.48
2021-08-20,246.93,178.12,201.6,114.44
2021-08-21,246.91,178.19,202.53,114.54
2021-08-22,246.9,177.25,203.03,114.54
2021-08-23,246.82,177.9,205.1,114.59
2021-08-24,251.63,179.34,207.37,114.58
2021-08-25,249.62,181.92,205.76,114.65
2021-08-26,250.8,182.45,205.15,114.71
2021-08-27,249.04,182.09,203.24,114.72
2021-08-28,245.27,182.36,202.42,114.71
2021-08-29,247.45,182.66,203.78,114.69
2021-08-30,250.2,180.78,203.46,114.71
2021-08-31,248.22,180.57,205.34,114.71
2021-09-01,252.11,181.4,203.94,114.77
2021-09-02,255.38,182.69,205.43,114.78
2021-09-03,257.33,181.43,204.55,114.77
2021-09-04,261.48,182.72,203.53,114.77
2021-09-05,265.05,180.62,203.27,114.78
2021-09-06,264.3,180.75,203.66,114.86
2021-09-07,262.71,182.09,202.67,114.85
2021-09-08,262.87,182.1,204.75,114.89
2021-09-09,264.67,181.91,204.88,114.89
2021-09-10,262.29,181.93,203.62,114.94
2021-09-11,262.27,182.22,202.76,114.99
2021-09-12,260.04,182.68,201.05,114.96
2021-09-13,263.46,181.66,197.49,115.01
2021-09-14,263.79,180.52,199.82,114.98
2021-09-15,264.37,180.71,203.18,115.01
2021-09-16,261.85,178.97,199.37,115.02
2021-09-17,262.55,177.33,200.02,115.01
2021-09-18,262.42,177.63,203.61,115.01
2021-09-19,262.25,177.48,202.74,115.03
2021-09-20,264.73,177.48,206.47,115.0
2021-09-21,263.08,176.84,204.93,114.98
2021-09-22,264.95,176.62,204.51,115.0
2021-09-23,268.25,177.09,205.11,115.0
2021-09-24,264.37,180.05,203.87,114.98
2021-09-25,265.06,178.93,207.12,114.97
2021-09-26,258.0,179.86,204.12,114.97
2021-09-27,259.98,180.02,203.44,114.89
2021-09-28,261.33,181.46,206.59,114.89
2021-09-29,261.78,180.39,206.94,114.87
2021-09-30,261.07,179.61,208.56,114.86
2021-10-01,261.92,178.84,209.28,114.89
2021-10-02,262.09,179.07,213.33,114.84
2021-10-03,259.54,180.5,216.73,114.8
2021-10-04,261.49,179.53,217.1,114.8
2021-10-05,261.77,179.01,217.26,114.78
2021-10-06,262.39,179.07,219.24,114.79
2021-10-07,260.97,178.33,226.02,114.79
2021-10-08,261.25,178.94,225.68,114.81
2021-10-09,258.91,178.68,225.47,114.8
2021-10-10,256.32,179.31,229.72,114.78
2021-10-11,256.75,177.15,228.09,114.78
2021-10-12,250.67,175.68,225.19,114.82
2021-10-13,250.71,175.2,224.15,114.77
2021-10-14,247.75,174.23,222.0,114.73
2021-10-15,248.59,174.9,219.89,114.75
2021-10-16,248.36,175.2,222.01,114.78
2021-10-17,249.39,174.69,224.9,114.84
2021-10-18,250.7,173.46,234.44,114.88
2021-10-19,251.92,173.95,239.6,114.87
2021-10-20,252.48,173.05,242.52,114.88
2021-10-21,253.25,173.3,244.95,114.87
2021-10-22,255.07,172.91,241.14,114.82
2021-10-23,257.56,173.53,242.61,114.79
2021-10-24,253.09,173.74,239.88,114.81
2021-10-25,259.78,173.35,238.51,114.81
2021-10-26,258.5,174.3,243.73,114.81
2021-10-27,264.07,174.05,248.1,114.84
2021-10-28,262.24,173.98,245.98,114.84
2021-10-29,256.75,175.04,245.65,114.89
2021-10-30,254.83,174.04,248.24,114.89
2021-10-31,254.57,171.46,248.05,114.91
2021-11-01,254.49,171.76,256.2,114.91
2021-11-02,250.68,171.81,259.77,114.88
2021-11-03,251.21,173.12,261.65,114.9
2021-11-04,253.05,173.1,260.15,114.99
2021-11-05,258.42,171.63,265.67,114.98
2021-11-06,256.7,172.51,267.34,114.99
2021-11-07,255.99,173.19,269.99,115.05
2021-11-08,259.13,173.95,272.52,115.03
2021-11-09,265.44,172.93,270.35,115.06
2021-11-10,257.71,173.39,272.35,115.06
2021-11-11,257.46,174.06,268.31,115.1
2021-11-12,255.11,174.26,270.23,115.12
2021-11-13,249.48,174.47,270.9,115.06
2021-11-14,251.22,174.58,272.08,115.12
2021-11-15,250.49,173.43,275.02,115.12
2021-11-16,250.72,172.81,274.21,115.13
2021-11-17,251.88,172.45,279.45,115.17
2021-11-18,251.61,173.45,281.36,115.21
2021-11-19,249.17,172.07,279.63,115.25
2021-11-20,252.07,173.28,278.85,115.26
2021-11-21,251.15,174.01,277.74,115.23
2021-11-22,255.57,173.71,281.11,115.23
2021-11-23,253.92,173.54,281.47,115.26
2021-11-24,250.5,173.89,285.93,115.24
2021-11-25,250.75,174.28,285.87,115.26
2021-11-26,252.15,173.95,288.37,115.24
2021-11-27,253.85,172.95,287.71,115.26
2021-11-28,254.64,173.15,291.76,115.34
2021-11-29,254.38,172.0,295.13,115.35
2021-11-30,250.66,171.44,295.79,115.31
2021-12-01,256.06,173.73,293.88,115.32
2021-12-02,259.74,171.57,290.63,115.27
2021-12-03,256.23,170.96,282.29,115.31
2021-12-04,252.74,170.78,279.78,115.29
2021-12-05,250.5,169.02,278.01,115.32
2021-12-06,253.35,168.44,279.12,115.27
2021-12-07,256.04,169.03,280.04,115.3
2021-12-08,256.55,169.52,279.6,115.27
2021-12-09,258.03,170.46,273.57,115.29
2021-12-10,260.91,170.18,276.18,115.31
2021-12-11,256.76,173.4,281.4,115.34
2021-12-12,261.15,172.41,277.86,115.35
2021-12-13,260.81,174.87,282.15,115.35
2021-12-14,260.31,176.26,277.15,115.37
2021-12-15,258.96,177.5,276.54,115.38
2021-12-16,258.62,178.12,274.53,115.38
2021-12-17,257.56,180.17,276.09,115.37
2021-12-18,255.52,179.22,275.29,115.36
2021-12-19,257.92,178.56,268.88,115.4
2021-12-20,258.35,177.18,268.44,115.45
2021-12-21,253.96,176.93,271.11,115.48
2021-12-22,254.57,177.67,267.23,115.46
2021-12-23,252.19,177.13,264.84,115.45
2021-12-24,254.57,177.69,263.92,115.43
2021-12-25,252.82,178.79,261.27,115.42
2021-12-26,255.94,180.18,263.92,115.42
2021-12-27,252.14,181.03,264.7,115.38
2021-12-28,250.55,181.21,267.05,115.38
2021-12-29,248.28,179.83,267.42,115.39
2021-12-30,244.18,180.78,270.5,115.41
2021-12-31,241.7,180.72,271.66,115.44
2022-01-01,241.06,181.95,276.45,115.47
2022-01-02,240.2,183.3,281.48,115.47
2022-01-03,239.53,185.67,284.19,115.5
2022-01-04,238.97,185.9,283.43,115.49
2022-01-05,236.48,184.72,281.77,115.5
2022-01-06,233.31,184.66,282.88,115.51
2022-01-07,230.13,183.89,281.89,115.57
2022-01-08,229.59,185.25,279.9,115.61
2022-01-09,229.55,184.96,276.87,115.59
2022-01-10,232.61,185.27,279.22,115.6
2022-01-11,230.22,185.6,280.08,115.55
2022-01-12,226.46,185.3,277.71,115.57
2022-01-13,227.74,187.05,278.76,115.59
2022-01-14,226.47,187.99,280.35,115.65
2022-01-15,222.93,189.67,281.38,115.67
2022-01-16,223.06,191.36,284.73,115.67
2022-01-17,226.08,192.58,284.6,115.66
2022-01-18,225.86,192.65,282.26,115.67
2022-01-19,224.1,192.74,281.5,115.62
2022-01-20,224.69,191.62,280.74,115.59
2022-01-21,220.7,193.07,277.58,115.57
2022-01-22,224.86,193.54,275.85,115.58
2022-01-23,223.06,194.32,275.42,115.56
2022-01-24,225.13,194.21,279.88,115.6
2022-01-25,224.07,195.45,275.89,115.61
2022-01-26,226.76,195.95,271.56,115.6
2022-01-27,226.41,196.94,272.21,115.62
2022-01-28,223.71,198.95,271.49,115.57
2022-01-29,221.19,198.32,277.25,115.6
2022-01-30,222.33,197.02,277.15,115.63
2022-01-31,222.22,195.54,273.04,115.67
2022-02-01,222.46,197.37,272.95,115.61
2022-02-02,226.57,197.95,276.12,115.64
2022-02-03,226.52,197.23,279.59,115.6
2022-02-04,225.96,197.79,275.39,115.66
2022-02-05,223.49,197.95,281.2,115.65
2022-02-06,223.46,197.98,277.04,115.67
2022-02-07,223.0,197.7,286.45,115.68
2022-02-08,224.22,197.09,289.31,115.69
2022-02-09,222.47,199.28,292.68,115.7
2022-02-10,224.55,200.05,282.76,115.67
2022-02-11,230.4,200.75,285.39,115.68
2022-02-12,230.55,200.24,290.94,115.65
2022-02-13,230.62,200.65,291.2,115.66
2022-02-14,227.56,202.0,294.49,115.68
2022-02-15,224.86,203.88,295.14,115.68
2022-02-16,226.23,203.4,296.79,115.67
2022-02-17,226.83,205.27,297.06,115.71
2022-02-18,227.16,207.64,298.21,115.75
2022-02-19,227.16,207.7,299.44,115.76
2022-02-20,229.21,208.26,298.98,115.79
2022-02-21,231.06,207.35,300.29,115.74
2022-02-22,230.54,206.69,299.45,115.63
2022-02-23,230.68,206.86,299.08,115.64
2022-02-24,231.5,208.88,299.29,115.63
2022-02-25,233.95,212.34,296.98,115.63
2022-02-26,232.97,212.08,293.08,115.59
2022-02-27,238.71,213.62,294.01,115.6
2022-02-28,240.54,211.78,288.45,115.62
2022-03-01,240.43,211.73,286.11,115.68
2022-03-02,242.69,211.18,283.44,115.66
2022-03-03,247.04,211.1,283.28,115.66
2022-03-04,248.45,210.68,279.48,115.61
2022-03-05,248.51,211.71,278.59,115.64
2022-03-06,244.61,213.33,279.85,115.72
2022-03-07,246.33,213.81,282.01,115.74
2022-03-08,249.11,212.64,279.19,115.75
2022-03-09,251.48,215.08,277.22,115.71
2022-03-10,254.82,214.65,276.87,115.64
2022-03-11,251.37,216.79,273.74,115.69
2022-03-12,248.65,215.81,275.69,115.7
2022-03-13,248.42,214.46,275.7,115.72
2022-03-14,249.99,214.9,274.66,115.75
2022-03-15,249.49,215.43,275.14,115.75
2022-03-16,248.58,217.3,279.88,115.76
2022-03-17,246.67,218.39,282.47,115.79
2022-03-18,243.95,217.08,283.65,115.76
2022-03-19,241.24,215.38,287.41,115.75
2022-03-20,245.04,215.91,289.22,115.8
2022-03-21,247.41,213.18,285.03,115.81
2022-03-22,248.03,213.41,290.65,115.77
2022-03-23,247.63,212.43,290.86,115.8
2022-03-24,248.16,212.72,289.84,115.77
2022-03-25,248.42,213.08,292.38,115.75
2022-03-26,246.91,212.99,297.3,115.78
2022-03-27,245.01,213.54,301.51,115.77
2022-03-28,242.4,215.18,304.06,115.78
2022-03-29,242.95,218.34,305.96,115.77
2022-03-30,241.28,217.44,305.77,115.83
2022-03-31,240.97,219.85,309.11,115.79
2022-04-01,242.01,220.6,315.43,115.84
2022-04-02,242.06,217.72,318.1,115.85
2022-04-03,242.18,218.97,313.46,115.81
2022-04-04,238.11,218.07,315.75,115.81
2022-04-05,240.53,219.36,315.37,115.86
2022-04-06,241.17,218.55,313.6,115.9
2022-04-07,241.59,216.49,317.4,115.92
2022-04-08,242.36,215.52,318.22,115.93
2022-04-09,241.4,216.29,321.63,115.92
2022-04-10,243.26,215.54,320.2,115.92
2022-04-11,240.21,212.58,315.72,115.91
2022-04-12,244.26,211.84,323.24,115.9
2022-04-13,243.54,211.66,321.0,115.95
2022-04-14,241.66,210.47,322.62,115.95
2022-04-15,242.69,210.11,320.84,115.93
2022-04-16,241.44,211.58,319.44,115.93
2022-04-17,240.68,212.01,318.09,115.94
2022-04-18,244.52,213.61,316.36,115.91
2022-04-19,245.88,212.24,319.6,115.87
2022-04-20,245.97,216.38,317.41,115.9
2022-04-21,245.67,216.75,318.19,115.93
2022-04-22,245.95,215.54,311.08,115.94
2022-04-23,247.11,218.56,312.08,116.01
2022-04-24,248.73,217.86,310.68,115.99
2022-04-25,249.57,216.81,309.22,115.97
2022-04-26,248.04,217.26,313.86,115.98
2022-04-27,249.86,215.51,319.52,115.95
2022-04-28,250.96,217.61,316.7,115.91
2022-04-29,251.07,218.33,313.27,115.95
2022-04-30,250.86,219.26,310.57,115.99
2022-05-01,252.87,219.32,309.07,115.98
2022-05-02,250.54,218.19,307.56,115.92
2022-05-03,251.99,216.71,308.86,115.92
2022-05-04,249.28,215.1,304.52,115.97
2022-05-05,248.54,216.54,308.06,116.03
2022-05-06,250.63,215.36,308.06,116.05
2022-05-07,249.02,213.25,310.82,116.07
2022-05-08,249.29,209.97,309.6,116.08
2022-05-09,251.83,210.22,313.06,116.06
2022-05-10,252.69,210.89,314.53,116.05
2022-05-11,254.12,211.67,307.62,116.02
2022-05-12,258.28,214.38,306.46,116.01
2022-05-13,259.73,212.6,305.04,116.09
2022-05-14,262.21,211.65,310.42,116.07
2022-05-15,264.04,211.44,314.67,116.11
2022-05-16,263.67,213.29,316.45,116.13
2022-05-17,264.04,213.8,316.08,116.13
2022-05-18,267.4,216.04,320.75,116.13
2022-05-19,267.69,215.62,318.24,116.07
2022-05-20,267.83,214.41,319.65,116.06
2022-05-21,264.88,214.19,324.02,116.08
2022-05-22,266.54,214.04,332.3,116.06
2022-05-23,267.87,214.47,335.59,116.09
2022-05-24,269.4,216.52,339.93,116.1
2022-05-25,272.8,215.7,342.74,116.11
2022-05-26,272.52,215.54,339.99,116.1
2022-05-27,270.86,214.75,334.87,116.11
2022-05-28,268.58,217.24,331.26,116.1
2022-05-29,267.53,217.91,333.51,116.12
2022-05-30,270.58,218.13,329.34,116.11
2022-05-31,268.47,216.37,323.54,116.16
2022-06-01,266.92,216.29,326.12,116.17
2022-06-02,269.04,217.07,320.81,116.17
2022-06-03,269.8,218.4,319.83,116.17
2022-06-04,267.2,218.07,321.32,116.14
2022-06-05,264.26,216.69,326.0,116.18
2022-06-06,264.65,217.36,324.45,116.16
2022-06-07,265.94,216.66,322.87,116.18
2022-06-08,273.48,215.53,320.18,116.21
2022-06-09,272.01,214.01,322.68,116.22
2022-06-10,268.7,214.18,327.79,116.23
2022-06-11,268.9,214.24,330.4,116.25
2022-06-12,265.26,213.97,331.99,116.26
2022-06-13,261.09,214.95,340.2,116.31
2022-06-14,260.21,214.47,347.6,116.3
2022-06-15,259.92,215.79,351.15,116.29
2022-06-16,263.12,215.58,345.94,116.29
2022-06-17,265.51,215.83,342.88,116.32
2022-06-18,267.75,215.1,347.35,116.3
2022-06-19,268.72,216.47,344.53,116.3
2022-06-20,264.32,219.47,347.05,116.36
2022-06-21,264.37,220.46,343.65,116.36
2022-06-22,260.99,219.64,344.4,116.36
2022-06-23,261.08,218.78,344.05,116.37
2022-06-24,260.72,217.37,339.7,116.38
2022-06-25,257.11,218.01,342.33,116.38
2022-06-26,260.17,220.66,346.7,116.4
2022-06-27,255.77,219.13,350.35,116.43
2022-06-28,256.07,221.56,352.37,116.43
2022-06-29,257.86,222.58,352.77,116.42
2022-06-30,256.93,222.19,350.2,116.49
2022-07-01,255.76,221.95,353.79,116.43
2022-07-02,260.23,223.85,351.89,116.43
2022-07-03,256.17,224.32,354.43,116.46
2022-07-04,255.35,223.48,356.09,116.45
2022-07-05,258.29,221.4,355.35,116.41
2022-07-06,259.64,224.29,347.68,116.44
2022-07-07,260.5,222.19,344.19,116.49
2022-07-08,258.6,223.84,349.68,116.5
2022-07-09,253.35,221.8,350.08,116.51
2022-07-10,251.59,223.7,348.3,116.5
2022-07-11,248.86,223.78,345.68,116.52
2022-07-12,248.37,223.3,347.03,116.48
2022-07-13,249.0,226.15,344.37,116.55
2022-07-14,248.58,226.16,346.97,116.6
2022-07-15,250.24,226.44,346.25,116.61
2022-07-16,248.09,224.85,344.83,116.6
2022-07-17,248.88,225.56,346.32,116.65
2022-07-18,248.77,224.08,353.68,116.65
2022-07-19,247.32,223.33,355.54,116.65
2022-07-20,245.97,221.67,355.12,116.64
2022-07-21,244.52,221.94,357.65,116.66
2022-07-22,240.38,223.12,362.82,116.67
2022-07-23,239.97,224.44,369.06,116.71
2022-07-24,240.76,224.16,364.94,116.66
2022-07-25,239.06,223.13,361.48,116.62
2022-07-26,235.11,224.92,366.24,116.63
2022-07-27,233.14,227.73,357.78,116.64
2022-07-28,233.12,227.75,360.83,116.61
2022-07-29,233.48,226.45,362.33,116.59
2022-07-30,233.32,230.18,358.25,116.61
2022-07-31,231.64,229.97,360.92,116.6
2022-08-01,234.76,228.17,367.38,116.61
2022-08-02,233.83,228.22,373.1,116.66
2022-08-03,236.22,228.7,374.32,116.67
2022-08-04,233.58,229.84,369.53,116.63
2022-08-05,233.22,228.82,362.94,116.62
2022-08-06,233.6,227.36,370.33,116.57
2022-08-07,231.19,225.29,377.58,116.58
2022-08-08,233.85,226.53,372.63,116.55
2022-08-09,232.64,227.72,374.74,116.54
2022-08-10,235.76,225.1,372.29,116.5
2022-08-11,235.06,226.67,375.54,116.49
2022-08-12,236.93,225.68,373.95,116.43
2022-08-13,234.64,225.16,381.98,116.45
2022-08-14,236.1,224.66,382.96,116.49
2022-08-15,234.5,226.07,386.28,116.54
2022-08-16,237.87,228.17,388.3,116.48
2022-08-17,233.73,229.35,382.74,116.5
2022-08-18,233.06,228.23,379.23,116.5
2022-08-19,235.77,230.47,378.16,116.52
2022-08-20,232.97,231.48,384.7,116.51
2022-08-21,227.76,231.22,383.42,116.46
2022-08-22,228.04,229.99,386.04,116.48
2022-08-23,229.06,230.01,392.13,116.46
2022-08-24,228.44,230.18,391.65,116.44
2022-08-25,228.45,230.65,392.81,116.42
2022-08-26,227.23,231.01,390.87,116.45
2022-08-27,229.14,227.97,392.76,116.46
2022-08-28,231.79,228.34,388.37,116.49
2022-08-29,230.86,230.6,388.4,116.52
2022-08-30,232.11,230.42,390.01,116.55
2022-08-31,232.76,232.15,389.73,116.61
2022-09-01,232.93,234.32,400.87,116.64
2022-09-02,235.57,235.39,397.56,116.62
2022-09-03,235.28,236.59,400.79,116.7
2022-09-04,238.73,236.31,397.48,116.75
2022-09-05,239.17,236.24,406.23,116.78
2022-09-06,240.64,235.69,411.22,116.8
2022-09-07,236.83,237.36,413.54,116.8
2022-09-08,242.63,239.56,408.18,116.82
2022-09-09,241.62,242.28,406.3,116.82
2022-09-10,242.96,241.97,401.47,116.89
2022-09-11,241.84,240.2,392.3,116.95
2022-09-12,239.87,239.92,393.77,116.96
2022-09-13,239.39,241.54,394.45,116.98
2022-09-14,241.53,240.36,400.23,116.96
2022-09-15,242.28,241.11,397.2,116.97
